year,survey,samp,wave,code_province,age,sex,female,male,hh_size,marital_status,edu_years,edu_level,employed,unemployed,inactive,weight,occupation,health_insurance,homologate,reason_nohomologate,company,plan_residency,reason_migra,discriminated,integration_3_1,integration_3_2,integration_3_3,integration_3_4,integration_3_5,integration_3_6,integration_3_7,integration_3_8,entry_register
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,28072.833984375,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,25003.505859375,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,25003.505859375,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,23929.08203125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,23929.08203125,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,23387.25,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,23387.25,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,39415.71875,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,39415.71875,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Azuay,,,,,,,,,,,,5043.0234375,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,1096.226196289063,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,747.9644775390625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,847.8369750976563,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,847.8369750976563,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,967.7794799804688,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,926.2288208007813,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,926.2288208007813,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,926.2288208007813,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,920.0517578125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,920.0517578125,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,82.62974548339844,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,82.62974548339844,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Bolivar,,,,,,,,,,,,82.62974548339844,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,28090.1484375,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,39709.21484375,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,39709.21484375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,39709.21484375,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,20927.236328125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,20927.236328125,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,22395.365234375,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,91084.0390625,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cañar,,,,,,,,,,,,64299.015625,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,178.6685791015625,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,187.4752655029297,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,187.4752655029297,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,207.2821197509766,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,207.2821197509766,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,207.2821197509766,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,167.3880615234375,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,223.102294921875,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,964.0094604492188,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,964.0094604492188,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,798.1026000976563,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,878.0292358398438,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,878.0292358398438,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,926.2288208007813,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,1792.19189453125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,1792.19189453125,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,2359.322265625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,116.7548446655273,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,48.66201019287109,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,50.31014251708984,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,50.31014251708984,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,56.28668594360352,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,59.36183929443359,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,59.36183929443359,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,59.36183929443359,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,59.36183929443359,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Carchi,,,,,,,,,,,,59.36183929443359,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,27409.673828125,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,27409.673828125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,24904.90625,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,31121.1328125,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,31121.1328125,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,30136.375,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,28326.79296875,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,28326.79296875,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,28326.79296875,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,34221.19140625,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,27591.98828125,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,27591.98828125,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,Cotopaxi,,,,,,,,,,,,27591.98828125,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,817.753173828125,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1096.226196289063,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1030.711303710938,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,919.5380859375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,919.5380859375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,919.5380859375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,37.58865737915039,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,79.26156616210938,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,79.26156616210938,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,20444.701171875,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,20444.701171875,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,20444.701171875,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,27718.09765625,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,27718.09765625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,26526.166015625,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,27472.810546875,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,23144.58984375,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,21406.259765625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,25502.912109375,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,25502.912109375,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1131.780883789063,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1131.780883789063,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1131.780883789063,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1139.4873046875,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1120.477783203125,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1181.12158203125,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1181.12158203125,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,400.6782531738281,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,258.7933044433594,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,75.96192169189453,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,29.4774169921875,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,13.45542144775391,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,9.764302253723145,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,851.0160522460938,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,832.3378295898438,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,832.3378295898438,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,996.92041015625,Manager,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1376.999633789063,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1376.999633789063,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1376.999633789063,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1043.054321289063,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1043.054321289063,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,52.92126846313477,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,52.92126846313477,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,36.10862731933594,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,196.4954376220703,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,212.8955078125,Manager,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,212.8955078125,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,212.8955078125,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,212.8955078125,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,206.9421691894531,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,206.9421691894531,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,197.8333892822266,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,197.8333892822266,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,229.2446746826172,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,229.2446746826172,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,229.2446746826172,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,229.2446746826172,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,252.6775665283203,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,252.6775665283203,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,244.2727661132813,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,244.2727661132813,Technicians,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,263.1941833496094,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,241.8291473388672,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,241.8291473388672,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,249.5347900390625,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,249.5347900390625,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,773.5068359375,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,741.8572998046875,0,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,741.8572998046875,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,728.2954711914063,Professionals,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,773.5068359375,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,773.5068359375,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1361.295654296875,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,832.3980102539063,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,832.3980102539063,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1079.467041015625,Plants & Machinery,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,889.643310546875,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,889.643310546875,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,889.643310546875,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,889.643310546875,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,852.8508911132813,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,852.8508911132813,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1079.467041015625,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1079.467041015625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,810.1781005859375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,810.1781005859375,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,832.3378295898438,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,3342.144775390625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,3342.144775390625,Manager,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,159.7677764892578,Crafts,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,159.7677764892578,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,37.49569702148438,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,37.49569702148438,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,911.4607543945313,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,911.4607543945313,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,3342.144775390625,Clerical,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,747.9644775390625,Elementary/basic,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1613.014892578125,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,158.1366424560547,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,158.1366424560547,Services,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,886.8834838867188,Agriculture,,,,,,,,,,,,,,,,
2019,EPEC,Hosts,1,El Oro,,,,,,,,,,,,1115.585815429688,Elementary/basic,,,,,,,,,,,,,,,,
